,verbatim_id,stakeholder,questions,responses,disease
165,118,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,I knew it had worsened and I wanted to try something different.,IBD
170,122,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,I was disappointed but not surprised because I have not been feeling well I have been having more flares,IBD
176,125,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,"I had an idea that my disease had worsened and felt sure my doctor would tell me it had, so I had already come to terms with it by the time I went to the doctor for my checkup.",IBD
212,149,yy,Describe your experience of being diagnosed or told your disease had progressed.,"Didn't know anything about the disease , so trusted the doctor",IBD
218,155,yy,Describe your experience of being diagnosed or told your disease had progressed.,I figured I would give the medicine a try and see if this disease is treatable,IBD
220,157,yy,Describe your experience of being diagnosed or told your disease had progressed.,I am preparing for surgery. This was the option for me.,IBD
221,158,yy,Describe your experience of being diagnosed or told your disease had progressed.,"I was a little scared, but I know this will help.",IBD
223,159,yy,Describe your experience of being diagnosed or told your disease had progressed.,Was experiencing pain and discomfort and wanted relief,IBD
234,165,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,"I was all ready in a lot of pain, and had the feeling that things had gotten worse. My doctor was patient and made sure I understood all of my treatment options.",IBD
239,168,yy,Describe your experience of being diagnosed or told your disease had progressed.,Because I was afraid of the effects.,IBD
240,169,yy,Describe your experience of being diagnosed or told your disease had progressed.,I had to be tested and wait on results for an ongoing health Robles I had,IBD
243,171,yy,Describe your experience of being diagnosed or told your disease had progressed.,I accepted it and it went well,IBD
245,172,yy,Describe your experience of being diagnosed or told your disease had progressed.,its like this i was afraid of the meds would hurt me or not,IBD
247,173,yy,Describe your experience of being diagnosed or told your disease had progressed.,I was shocked and scared and unsure about my future,IBD
248,174,yy,Describe your experience of being diagnosed or told your disease had progressed.,Devastated then accepted treatment,IBD
250,175,yy,Describe your experience of being diagnosed or told your disease had progressed.,It was a shock to me at first but then did research and asked my doctor about treatment plans,IBD
255,178,yy,Describe your experience of being diagnosed or told your disease had progressed.,I had had issues for many years and felt relieved to find out what it was.,IBD
258,180,yy,Describe your experience of being diagnosed or told your disease had progressed.,"It was hard to process but after weeks, I accepted it and wanted help, to fight it.",IBD
262,182,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,Told that surgery is the only option now. Didn't want to hear that but faith helps to deal with it.,IBD
264,183,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,I was frozen and I really didnâ€™t know what to think or say,IBD
268,187,yy,Describe your experience of being diagnosed or told your disease had progressed.,Uncertainty of how life would change now. Discussed options with Dr and started treatment,IBD
281,195,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,I was almost devistated I dropped and started crying almost but the doctor used some wise words and it helped me,IBD
283,196,yy,Describe your experience of being diagnosed or told your disease had progressed.,I was very scared and was looking for the next treatment,IBD
285,198,yy,Describe your experience of being diagnosed or told your disease had progressed.,"it was hard. ive never dealt with anything quite like this,",IBD
288,199,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,it has gotten worse in time and i am now on a medication that is stronger then the one i was taken before,IBD
290,200,yy,Describe your experience of being diagnosed or told your disease had progressed.,It's very painful the treatment did not work,IBD
292,201,yy,Describe your experience of being diagnosed or told your disease had progressed.,I was scared but I had fily support also my doctor was very knowledgeable and laid out the options,IBD
295,204,yy,Describe your experience of being diagnosed or told your disease had progressed.,It was shocking didn't think I had that.,IBD
296,206,yy,Describe your experience of being diagnosed or told your disease had progressed.,I needed relief from the illness and was willing to try medications to help,IBD
301,209,yy,Describe your experience of being diagnosed or told your disease had progressed.,very confused at first and kind of knew what i was in for,IBD
314,217,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,I felt bad at first and learnt to cope,IBD
326,225,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,Depressed and scared of if I would die or not in a short period of time,IBD
330,228,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,It made me disheartened sad and I was in much more pain. Just hoping the new prescription helps at this point,IBD
341,236,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,I did not enjoy hearing about it and just decided it was just going to be what it was,IBD
427,289,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,Better face my illness and let me accept the reality,IBD
448,302,yy,Describe your experience of being diagnosed or told your disease had progressed.,Once I change my diet per the doctors suggestion symptoms are at Bay,IBD
449,303,yy,Describe your experience of being diagnosed or told your disease had progressed.,I was concerned about side effects and remembering to takenit,IBD
461,310,yy,Describe your experience of being diagnosed or told your disease had progressed.,Honestly it was scary but i know i couldn't let my diagnosis stop me from life,IBD
462,311,yy,Describe your experience of being diagnosed or told your disease had progressed.,Everything is going well with the product and the brand. It is a good quality.,IBD
470,315,yy,Describe your experience of being diagnosed or told your disease had progressed.,It was rather boring and routine. Doctor told me what I could do about it.,IBD
496,333,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Having resources because I felt supported,IBD
498,334,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Understanding my illness and making sure I was getting healthy,IBD
502,337,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That I had the resources available to manage the disease,IBD
519,350,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Because there was a medicine to try,IBD
524,356,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That i need not to stress out.,IBD
531,363,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",No other choice as long as I can live a normal life,IBD
541,370,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Knowing there was treatment available that wasn't unbearable.,IBD
544,374,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Didn't think it was true due to the fact I have to take life long medication,IBD
549,376,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That I will have to explain to my family that I don't have very much time left,IBD
551,377,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Being a healthy long term individual,IBD
553,379,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",It has its way of doing it was more than I expected to go along,IBD
559,383,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",What was most important coming to terms what I had to come to terms with it was nothing else I can do,IBD
577,397,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That there's not too much that can really be done for my diseases,IBD
636,439,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",My Doctor helping me understand that it had worsened because of the severe stress of having a terminal child. He assured me if I would watch my diet and took meds it could be controlled.,IBD
643,443,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Being able to get the flares under control so I'm not trapped at home,IBD
684,470,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That the doctor was familiar with the medication and knew the side effects,IBD
685,472,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",It3 a disease how would one feel,IBD
689,476,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That I have a plan to cope with the stress because stress is the number one killer and I donâ€™t want to stress,IBD
692,478,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The stress thinks need to be low and you have to be calm.,IBD
693,479,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","To continue to live my life, and to continue to do the things that I enjoy.",IBD
697,480,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Have medication that would help relieve my symptoms,IBD
703,486,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Knowing that their were treatment options. It gave me some hope.,IBD
706,489,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Also receiving therapy was a big help to talk it out.,IBD
709,490,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Resources available through my insurance provider,IBD
712,492,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I am seeing a counselor and talking it out,IBD
715,493,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",a medication for my disease i feel it will help me o0r not,IBD
716,494,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",My family offering emotional support,IBD
717,495,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",My family helped me come to terms with everything,IBD
720,496,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That there is very good medication for treating my condition,IBD
726,499,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That my medicine does help. It improves my daily life a great deal.,IBD
728,501,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The most important part was trying to convince my friends and family to treat me the same.,IBD
731,503,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That I have resources available to me,IBD
732,504,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I think having a support system because I could never do this alone,IBD
738,508,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Having a plan so it does it negatively impact life further,IBD
746,516,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Having a plan to cope with the stress,IBD
749,517,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",having therapy and telling everyone in my family,IBD
752,520,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",i am hoping the medication i am on now works better then the one i was on before with the new meds being stronger dose,IBD
754,521,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Best decisions for me th injections worked better than the pills,IBD
755,522,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That there was a treatment medication to give me hope to recover,IBD
759,525,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That my diseases can be cured.,IBD
760,526,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I wasn't prepared for. Any of it,IBD
761,527,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",To get relief from the illness,IBD
765,530,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","having a support group,friends,and family there for me",IBD
773,538,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The type of medication precribed,IBD
785,546,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Money my financial situation and if I could afford the treatment,IBD
788,549,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The apin and knowing it is not even getting better with my current treatment plan,IBD
799,557,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I did not hsve any major issues with this and hust accepted what i had to go from there,IBD
871,610,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Didn't provide the medicine I needed,IBD
889,623,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That I could no longer eat or drink certain things. Some of which i truly enjoyed.,IBD
890,624,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Support and education with kindness helped me feel more in control,IBD
902,631,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The medication i hate taking medicine,IBD
903,632,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",It is a good product. I love it.,IBD
910,636,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Dealing with my stress levels and eating healthier.,IBD
935,654,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Having someone to talk to so that I feel supported,IBD
936,655,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Insurance making sure I could afford to take care of myself,IBD
941,658,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",If it was covered by insurance,IBD
954,671,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",The medicine I needed to try and I was gonna at least give it a chance,IBD
962,677,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",All the factors are important. Having a support system is very important.,IBD
974,684,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Had to I had small children I just sucked it up had surgery and lost weight gif better,IBD
987,691,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Knowing I could get better eventually.,IBD
993,695,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",No not ready surreal to what that comes next,IBD
995,697,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",That I let my family and friends know that I'm getting worse,IBD
996,698,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",It was a key way to minimize any further damage,IBD
998,700,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",The most important is being able to be for with everything,IBD
1003,704,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",There all were important because thatâ€™s what I needed to cope with the disease,IBD
1007,708,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",I had adequate insurance to pay for treatment,IBD
1020,718,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",That I have a plan of action to help with all that is going on with me,IBD
1050,741,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",The medication is extremely expensive and has to be covered by insurance for me to start the treatments,IBD
1068,760,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Being able to pay for it. His first choice and better medication wasn't covered by insurance and was over 400 dollars.,IBD
1073,764,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Finding a medication that will work,IBD
1076,767,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ","The medication itself and itâ€™s side effect and how it works are very important for me to know ahead of starting the new medication, and the doctor and pharmacy both educated me on this information as well as danger signs to watch out for.",IBD
1108,791,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",My friends support and experience with the medication,IBD
1117,797,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",My insurance because I would not be able to afford the medicine out of pocket,IBD
1118,799,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",How I understand my madication. This was I want to be prepeard,IBD
1119,800,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Having a convenient location near me.,IBD
1120,801,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",I like to understand what to expect from taking medications along with potential side effects.,IBD
1131,810,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Being able to communicate with someone.,IBD
1134,811,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Emotional readiness that is something I will have the rest of my life,IBD
1138,813,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Making sure I am prepared and feeling prepared.,IBD
1140,814,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",well the medication it self that it will help my problem makes me sad,IBD
1141,815,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",My family because I needed to know that I'd be ok,IBD
1142,816,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",The cost of treatments and learning with me the affects,IBD
1146,820,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Getting my medicine and getting started on it. I had to adjust my meds for number of daily pills. This worked.,IBD
1148,822,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",I had to process all the factors of the medications I needed. I had to do so much research to make sure I was taking what was best.,IBD
1151,824,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",What is the medicine and what does it do?,IBD
1153,825,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Talking it out and admitting that I have it,IBD
1158,829,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",My coverage for treatment as I donâ€™t want it to deplete my savings,IBD
1170,838,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",being able to talk to someone at all times,IBD
1172,840,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",the side effects and knowing how they will affect me going forward,IBD
1173,841,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",i am prepared for improvment with the stronger meditcation,IBD
1175,842,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",I have to be prepared and pray the treatment works,IBD
1176,843,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",That I know the medications have good results,IBD
1180,846,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",It is of up most importance to feel prepared.,IBD
1182,847,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",My family being supportive and to know that we was going to deal with the things I had to keep. From be ok ng depressed about it,IBD
1183,848,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",My doctors opinion is something I trusted,IBD
1195,859,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",The feel and how the medication functions,IBD
1207,870,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Nothing really left me feeling more prepared it was a shock,IBD
1286,931,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ","When I was in the ward, nobody talked with me, which made me more lonely",IBD
1306,944,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",If my insurance covered the medication or not being out of pocket cost was high,IBD
1308,945,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Researching side effects and dietary restrictions,IBD
1322,952,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",I still don't feel as if im prepared,IBD
1323,953,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",The medication itself. It is a good.,IBD
1327,957,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Research the affects and speaking to the doctor.,IBD
1354,975,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A small amount of time because I just needed a solution,IBD
1357,976,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Immediately I did whatever I needed to do,IBD
1361,979,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had more time to decide and know if insurance would cover it,IBD
1382,992,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I could look it up and see side effects and uses long before I try it or get it called in to pharm,IBD
1390,998,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I had ample time to figure out things.,IBD
1402,1005,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Thereâ€™s not not alot of options I take humerus and two pills,IBD
1417,1015,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I didn't need any time to consider because the pain would get so intense,IBD
1418,1016,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Atlases an hour for the pickup,IBD
1421,1018,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had a year to consider my doctor's,IBD
1422,1019,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",It was a good idea and I didnâ€™t second guess,IBD
1425,1021,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had alof of time going about the situation,IBD
1436,1025,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I like to get things over with and dealt with so I accepted it immediately,IBD
1445,1029,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I didn't need much time to think about it,IBD
1465,1039,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I would have looked at the pro and cons of the meds being prescribed,IBD
1501,1062,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Couple of weeks to decide if I want to try the new medication,IBD
1530,1081,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I take the time when he prescribes it. Any issues are resolved before I leave.,IBD
1537,1085,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I did not need a lot of time because I trust my doctor very much and he explained things quite well,IBD
1542,1088,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",He gave me plenty of time to make the decision on whether or not to take the medication he recommended.,IBD
1582,1112,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A few weeks to do a little research,IBD
1586,1114,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",It3 a disease! It had to be taking care of,IBD
1597,1118,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A few days to talk with family,IBD
1599,1120,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I need some small time to understand the thinks,IBD
1600,1121,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","For me time is not an issue, if the medication is going to help me I'm going to take as prescribed.",IBD
1601,1122,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A week would be enough time to determine risk versus benefit,IBD
1613,1128,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I decided pretty quickly to try the medication.,IBD
1617,1131,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had a week but I also have a job.,IBD
1618,1132,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I had ample amount of time to make a decisions,IBD
1621,1134,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had all the time in the world !!,IBD
1624,1135,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",a day oe 2 for me to decide if i will go or reject it or not,IBD
1626,1136,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A few hours. I need some time to process it but he always knows best,IBD
1627,1137,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Not long like a week or so so I could look into diffirent options,IBD
1629,1138,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",No to long I trust my doctor and he gave me the best advice to his knowing,IBD
1636,1141,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I was anxious for help and accepted it rather quickly.,IBD
1642,1145,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I had enough time. I try to do those things as soon as possible.,IBD
1644,1146,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I had a couple months to talk about it with my family,IBD
1652,1150,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Wanted treatment immediately to help,IBD
1668,1158,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",At least a couple months but Iâ€™m glad I got it done,IBD
1669,1159,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I used to think it was a misunderstanding but now I came to terms with it,IBD
1671,1163,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A few weeks and pray the doctor figures out a new treatment,IBD
1672,1164,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I feel I used the appropriate amount of time and thought though my options,IBD
1676,1167,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",It took an hour for me to come to terms with the doctors diagnosis.,IBD
1679,1168,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I really don't think about time when it comes to my ulcerative colitis it's something I don't like to think about I try to keep it in the back of my mind,IBD
1681,1169,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I feel I accepted in the right time frame. I trusted my doctor and my daughter is a nurse.,IBD
1687,1172,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",a lot of time to think about medicationn and treatment options,IBD
1699,1180,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I could need small time and more experience of it,IBD
1715,1188,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had a couple days but I didn't it was my only option,IBD
1722,1191,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Not much time I knew it would be necessary for me to try the prescription as I had no other options,IBD
1738,1199,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I accept it immediately be ause they are the professional,IBD
1829,1252,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I hope you can give me more time,IBD
1844,1265,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A couple of days. Wanted time to research other alternatives if there was any,IBD
1846,1266,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I think it was just right as far as time for research and getting questions answered,IBD
1859,1273,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A few more days at least to come to terms with my diagnosis,IBD
1862,1274,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",More time is better. It should be prescribed,IBD
1866,1278,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I think 20 minutes is about right.,IBD
